case_id,source,sample_id,stock_code,short_name,field_id,metric_name_cn,candidate_value,candidate_unit,candidate_source_page,value_extraction_method,llm_decision,llm_confidence,negative_category,do_not_write_rule,auto_gate_policy,reason,evidence_snippet,alias_suggestion
NEG0105,deepseek_priority_review_top500,R182,,,E_Q_008,可再生能源使用比例,71,,39;72,text_rule,needs_review,0.6,ambiguous_needs_review,模型无法判定或证据存在多义性，生产流程默认不写回。,do_not_write_without_stronger_evidence,证据提及'提升清洁能源占比'但未给出具体71%的数值，页码71/72可能是页面编号而非比例值,"明、负责任、有担当的现代化国企形象。 共绘协同共赢发展新蓝图 构建绿色低碳能源新格局 强化“一盘棋”思想,深化与地方政府、上级单位、行业伙伴的协同联动,完善政企协同处置机 立足能源电力主责主业,主动融入“双碳”目标发展大局,加快推进新型电力系统和现代能源 制,提升应急保障与协同发展效能。持续深化“新能源+集体经济”等帮扶模式,带动帮扶村实 体系建设。重点推进陆上风电、海上风电、光伏发电等新能源项目落地实施,持续优化电源结 现可持续发展,助力乡村振兴。积极开展公益慈善活动,关注弱势群体,履行社会责任。加强能 构,提升清洁能源占比,全力打造桂东清洁能源基地。夯实桂东电网发展根基,增强电网调峰 源知识科普,参与社区共建共治,推动形成全社会共同关注、支持绿色能源发展的良好氛围,实 、输电及新能源消纳能力,推动区域电力系统向清洁化、高效化、智能化转型。严格落实生态 现企业发展与社会进步同频共振、共创共享。 环境保护要求,同步推进项目建设与生态修复,实现能源发展与自然和谐共生。 71 72",
NEG0106,deepseek_priority_review_top500,R186,,,E_Q_008,可再生能源使用比例,1,,24;38,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据中未提供报告期内可再生能源使用比例的具体数值，仅提及清洁能源占比偏低等定性描述和节能效益。,"动,在大力发展分布式光伏、提升就地消纳能力的同时,积极拓展外部绿电采 推进“一床多模”创新：针对发泡块、垫块类自作自用零件,改进工装设计,使左右图号多套工装合模高度差控制在 购渠道,稳步实现电力供应低碳化、清洁化转型。通过持续提高绿电消费比重,推动新能源多元化利用,不断增强能源供应 3mm 78.81 89 以内,实现多套工装同时上压床,提升设备利用率,缩短生产时间,年节能 吨标煤,产生节能效益 万元。 稳定性与可靠性,统筹优化能源供需动态平衡,为企业高质量发展、绿色降碳与可持续运营提供坚实能源保障。 面向制造行业清洁能源占比偏低、碳排放强度管控趋严的双重挑战,公司主动对标国家碳达峰碳中和要求,积极落实 2023 1 2025 2030 集团部署。 年 月,集团正式印发《碳达峰行动方案》,明确 年、 年碳减排目标,全面实施能效提升工程,严格 目标指标：量化引领,超额达成 推进重点用能单位能耗在线监测系统建设,以系统化、数字化、绿色化举措,加快构建高效清洁、安全可靠的现代能源体 2025 系,助力企业低碳转型与高质量可持续发展。 公司建立严格的能源考核指标体系,将节能目标层层分解、逐级压实。 年公司下达考核指标：万元产值综合能",
NEG0107,deepseek_priority_review_top500,R189,,,G_Q_003,独立董事比例,114,,5;117,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据仅为目录索引，未提供独立董事比例的具体数值。,.............................112 1.1 公司治理体系................................................................................................112 1.2 董事会运作....................................................................................................113 1.3 董事会独立性、专业性与多元化................................................................114 1.4 管理层运作....................................................................................................114 2. 党建工作..........................................................,
NEG0108,deepseek_priority_review_top500,R015,,,E_Q_008,可再生能源使用比例,24.60,,13;22;23,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中的'24.60万千瓦'是海外合计控股装机容量而非可再生能源使用比例，指标口径不符。,"22 23 上海电力股份有限公司 2025环境、社会和公司治理（ESG）报告 合计控股装机容量24.60万千 ▶ 瓦,均为集中式光伏项目,有效 拓展海外布局 提升匈牙利可再生能源占比,加 快可再生能源推广应用 贡献中国方案 Tokaj&Victor光伏项目：严格 ▶ 落实属地生态保护、社区共建要求, 打造中欧能源合作ESG典范 Prime 12.9万千瓦光伏项目 ▶ 已实现首次并网,成为公司在 公司积极贯彻落实“一带一 罗马尼亚落地实施的首个新能 路”倡议,深耕重点国别市 源标杆项目 场,加快构建项目“投建营退” Black Peak15.6万千瓦 ▶ 匈牙利 全周期一体化管理体系,保 风电项目建设有序推进 罗马尼亚 塞尔维亚 持项目滚动发展态势,夯实 土耳其 黑山 合计控股装机",
NEG0109,deepseek_priority_review_top500,R017,,,E_Q_009,取水量,0.07,万吨,22;28,text_rule,needs_review,0.0,ambiguous_needs_review,模型无法判定或证据存在多义性，生产流程默认不写回。,do_not_write_without_stronger_evidence,证据中'0.07万吨标准煤/百万元营收'是能耗强度而非取水量，指标名称与单位均不匹配，无法支持候选值。,"强度 万吨标准煤/百万元营收 0.07 节能降耗 枣泉发电场内分布式光伏发电项⽬开⼯ 浙能北电江苏沃联光伏发电项⽬ 公司在节能降耗⽅⾯持续发⼒,牵头编制《“⼗五五”新⼀代煤电科技专项实施⽅案》,围绕发电效率提升、 污染物深度治理等领域开展关键技术研发,助⼒新型能源体系建设。深⼊开展“三改联动”节能降碳⼯作,提 升机组清洁⾼效运⾏⽔平。积极拓展“电⼚+”业务,⻓兴夹浦纺织园供热项⽬建成通汽,台州临港热电扩建 项⽬桩基开⼯,乐电污泥掺烧项⽬进⼊试烧阶段。 浙能⻓电光伏发电光棚 浙能能服赴各省区开展户⽤光伏安全专项检查 水资源管理 公司恪守《中华⼈⺠共和国⽔法》《⽕⼒发电⼚节⽔导则》等法规标准,构建完善的⽔资源管理体系,层层 压实岗位责任,并建⽴绩效考核与奖惩机制,确保节⽔管理落到实处。依托⽉度例会研判与设备定期维保, 浙能阿电开展“三改联动”项⽬开⼯ 公司圆满完成“节⽔规划”阶段性任务,为远期⽬标奠定坚实基础。同时,将节⽔指标纳⼊绩效考核,细化⻋ 间与岗位考评,规范⽔表数据监测,及时排查并消除管⽹泄漏隐患,保障⽤⽔安全⾼效。此外,通过多元化 载体开展节⽔宣传教育,持续提升全员节⽔意识,持续推进节⽔型企业建设。报告期内,枣泉发电荣",
NEG0110,deepseek_priority_review_top500,R017,,,E_Q_018,减排量,948,万吨,17,text_rule,needs_review,0.0,ambiguous_needs_review,模型无法判定或证据存在多义性，生产流程默认不写回。,do_not_write_without_stronger_evidence,证据中'948万吨CCER'是碳排放配额的存量登记/交易量，而非报告期内通过节能减排项目实现的温室气体减排量，指标口径不符。,"指标基准值⽬标, 将指标分解⾄下属单位并纳⼊绩效考核,压实管理责任。实施碳排放数据实时监控,健全⽓候变化⻛险应急 浙能嘉华 浙能碳资产 机制,规范开展碳排放报告编制、监测计划修订、数据质量管理及第三⽅核查配合⼯作,并同步推进节能降 获评“全国碳市场履约典范企业” 喜获“全国碳市场年度优秀碳资产管理企业”荣誉称号 碳技术改造,助推公司绿⾊低碳转型。报告期内,浙能嘉华获评“全国碳市场履约典范企业”；浙能碳资产再 次荣获“全国碳市场积极管理实践企业”奖项、喜获“全国碳市场年度优秀碳资产管理企业”荣誉称号。 碳管理 将公司碳减排、碳资产管理⼯作 成⽴碳达峰 碳排核算及 碳交易及碳排放 纳⼊公司考核体系 ⾏动领导⼩组 核查管理 履约管理 浙能阿电 浙能碳资产 37万千瓦光伏项⽬斩获⾸批绿证 参与全国资源碳市场⾸批新签发CCER交易 共计948万吨CCER完成登记并可⽤于上市交易",
NEG0111,deepseek_priority_review_top500,R043,,,E_Q_008,可再生能源使用比例,7,,36;69,text_rule,needs_review,0.5,ambiguous_needs_review,模型无法判定或证据存在多义性，生产流程默认不写回。,do_not_write_without_stronger_evidence,证据中提到7家下属企业购买绿电、6家购买绿证，以及分布式光伏装机，但未提供全公司可再生能源使用比例的整体计算值，候选值7无直接文本支持，需人工确认是否从其他页面汇总得出。,"对水资源 造成的影响。推动下属单位实施节水与循环利用举措如废水循环利用、雨水收集等,以改善水资源利用效率并降低环境 负荷。 能源管理 公司以制度化、体系化方式推进能源管理,制定并实施《用能和碳排放设备、设施配置与控制管理规程》《能源评审管 理规程》《能源目标、指标、管理方案管理规程》等制度,将万元产值、万元增加值综合能耗纳入绩效考核,形成“目标— 指标—方案—考核—改进”闭环。对能源消耗实行分级分类计量,建立能源消费统计与分析机制,定期开展用能分析与 异常纠偏,强化持续改进。通过分布式光伏、生物质替代与绿电采购提升可再生能源占比,全年共有7家下属企业购 买绿色电力,合计达到2,587万kWh；6家下属企业购买绿证对应的可再生电量,合计达到3,598万kWh。 指标 基准年 目标 2025年 是否完成 2 万元产值可比价综合能耗 2020年 2025年下降10% 同口径下降13.37% 是 3 万元增加值可比价综合能耗 2020年 2025年下降8% 同口径下降8.03% 是 8家下属企业安装分布式光伏机组,总装机容量达到14.09MW,年均输出清洁电能1,570万kWh 2025年以来,公司围绕“降能耗、提效率、强监测、优结",
NEG0112,deepseek_priority_review_top500,R049,,,S_Q_004,员工培训总时长,126.24,小时,34;67,text_rule,reject,0.9,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,候选值126.24小时在证据中明确对应“年度志愿服务总时长”，而非“员工培训总时长”，指标口径不符。,"党建引领 创新驱动 绿色低碳 协同共赢 以人为本 情系社会 2025环境、社会及公司治理（ESG）报告 规范治理 科技引领 守护生态 价值共创 赋能成长 担当使命 助力乡村振兴 投身社会公益 2025年度 中船科技深度参与乡村振兴战略实施,秉持“得之社会还 2025年度 公司通过慈善捐款、无偿献血、灾后重建等公益活动,传 志愿服务参与 年度志愿服务总时长 之社会”理念,通过干部挂职帮扶、消费帮扶等多种方式, 递企业温度。公司定期组织员工深入社区、学校、开展科 对外捐赠总额 乡村振兴总投入金额 576 2,047 助力乡村经济社会发展。我们不断深化企地合作,为乡村 普宣讲、环境保护、敬老助残等多元化志愿服务活动,为 人次 小时 26.29 126.24 振兴注入新动能,以实际行动诠释企业的责任与担当,为 万元 万元 社会传递正能量,展现企业的温度与担当。 实现共同富裕贡献智慧和力量。 义捐义卖公益活动 3月2日,中船九院团委开展“学雷锋 见行动”义捐义卖公益活",
NEG0113,deepseek_priority_review_top500,R050,,,E_Q_007,外购电力消耗量,937.24,吨标煤,17,text_rule,reject,0.95,unit_or_value_type_mismatch,数值类型或单位与指标定义不匹配时，禁止写回，需修正或复核。,require_unit_value_type_check,候选值937.24吨标煤对应的是“分布式光伏自发自用电量”节省的标煤量，并非外购电力消耗量，且单位与预期单位kWh不一致，指标口径不符。,"上海光明肉业集团股份有限公司 上海光明肉业集团股份有限公司 32 33 治理维度 2025年可持续领域主要行动及绩效 ● 报告期内,共召开12次董事会会议,7次审计委员会会议, 环境维度 4次薪酬与考核委员会会议,3次提名委员会会议,3次独立 董事专门会议以及2次监事会会议。 ● 环保总投入7,168.41万元。 ● 外部董事占比66.67%,独立董事占比44.44%。 ● 环保培训次数20次,环保培训覆盖人数1,215人。 ● 公司修订《董事会议事规则》《股东会议事规则》,进一步完 ● 分布式光伏自发自用电量7,626,020.1 kwh,节省 善管理制度。 约937.24吨标煤。 ● 2025年,零贿赂、零贪污事件。 ● 光明农牧建设生物质发电项目,2025年绿色电力供给 ● 对主数据管理平台MDM及集成化业务管理平台SAP进行持续优化,完善管理体系,形成数据标准。 729,668 kwh,节省约89.68吨标煤。 ● 2025年较2024年碳排放量减少17,050.64吨。 ● 银蕨农场持续推进《可持续发展行动计划》,连续3年获 得新西兰本土最高环保认证——Toitu环保钻石标志认证； 银蕨农场《“自然孕育美",
NEG0114,deepseek_priority_review_top500,R052,,,S_Q_004,员工培训总时长,7.5,小时,10;18,text_rule,reject,0.9,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,候选值7.5小时在证据中明确对应“主题党日活动总时长”，而非“员工培训总时长”，指标口径不符。,"署。 党员发展工作,不断加强党员教育管理,着力提升组织生活的规范性与实效性,持续巩固党建工作基础,为各项事业发展 提供坚实的政治保证。 公司持续加强党的思想建设,持续加强党员干部的理论学习与思想淬炼,积极组织党员开展主题党日学习活动,全面提高 党员的政治素养和党性修养,不断增强党组织的凝聚力、向心力和战斗力。 2025年,公司有序推进党组织队伍建设,发展预备党员1名,按期转正党员1名,转入党员1名,党员队伍结构得到优化 与充实。 党建活动绩效 党组织建设绩效 指标 单位 2025年数值 2024年数值 主题党日活动总时长 小时 8 7.5 指标 单位 2025年数值 2024年数值 主题党日活动总次数 次 14 12 党支部设立数量 个 1 1 主题党日活动总人次 人次 22 18 党员人数 人 12 18 17 18",
NEG0115,deepseek_priority_review_top500,R085,,,E_Q_016,主要污染物排放量,116.3,吨,37;71,text_rule,reject,1.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中‘2025年全公司处理危险废物116.3吨’对应的是危险废物处理量，并非‘主要污染物排放量’（SO2、NOx、颗粒物、COD等），指标口径不符。,"转移联单制度。定期交由符合资质的专业单位进行转运和处置。 运营维护工作,进一步降低了废水排放超 配备应急处理物资,确保危险废物合法处置。2025年全公司处理危险废物116.3吨。 标的风险,确保排放稳定达标。 天诚制药厂污水处理站 危险废弃物管理坚持源头管控优先、过程闭环监管、末端处理合规的原则,从生产全流程开展危废排查与分类收集, 建设独立密闭的危险废物暂存库,严格执行危险废物转移联单制度,强化应急处置与风险防控,构建全链条、规范 废气处理 化的废弃物管理体系。 太极集团下属工业企业采用低氮天然气锅炉,氮氧化物（NOx）排放浓度控制 在50毫克/立方米以下。针对含尘废气、异味气体及挥发性有机物（VOCs）, 采取多管旋风加水膜湿法除尘、活性炭吸附等高效处理技术,实现废气达标排 保护生态平衡 放,整体治理合格率达100%。 太极集团高度关注生产经营活动对生物多样性的影响,严格遵守生物多样性保护的相关法律法规和政策条例,采取 多种措施促进生物多样性保护。 公司严格依照《中华人民共和国固体废物污染环境防治法》等法律法规处置废 生物多样性 依托中药产业特色,构建“种源保护—种植革新—生态修复”的保护体系,在涪陵、南充 固废处理 弃",
NEG0116,deepseek_priority_review_top500,R087,,,S_Q_008,工伤率,100,%,43,text_rule,reject,1.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中‘完成率达100%’指安全优先事项完成率，非工伤率或损失工时伤害率，指标定义不匹配。,"逻与隐患整改工作。 依托集团线上系统SPRINT发布的健康安全要求,我们定期开展安全标准自评,精准识别薄弱环节并落实 改进。2025年,SPRINT系统所列集团安全优先事项完成率达100%,覆盖所有酒厂、物流及行政销售单 元,包括嘉士伯红线条例、承包商管理、事故汇报与管理、工作许可及临时员工管理等在内的关键标准符 合率均达到100%。为进一步强化现场风险管控,公司持续推动管理层深入一线开展安全巡查。2025年, 公司主管级人员完成现场安全巡线共计150,153人次。 厂内交通安全提升 针对物流区域,即风险集中、事故发生率与严重程度较高的重点区域,公司积极推行“交通三区划分”先 进理念,将厂区科学细分为行人禁行区、车辆禁行区及人车共存区,通过最大限度压缩人车交汇区域,并 结合时空隔离措施与人车主动防御技术,从源头消除交通安全隐患。目前,公司在中国境内的所有酒厂物 流区域已全面实施此项交通三区管理方案,显著提升区域人车交互安全水平。 安全培训体系构建 为系统化提升员工安全技能与应急能力,公司创新打造集理论与实操于一体的EHS学院培训平台。该体 系对传统安全教育进行升级,深度融合VR安全场景模拟、登高坠落防护、有限空间作业等沉浸式",
NEG0117,deepseek_priority_review_top500,R088,,,E_Q_019,碳资产或碳配额交易量,40,万吨,19;36,text_rule,reject,0.95,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中‘日水供应/水处理规模近40万吨’是供水和污水处理规模，并非‘碳资产或碳配额交易量’，指标口径不符。,"2025年度环境、社会与公司治理（ESG）报告 逐绿而行,守护生态文明 碳汇开发评估 2025年,公司先后在安徽省无为市和铜陵义安区开展林业碳汇资源摸排与评估工作,系 强化排污管控 统完成基于国家造林方法学的本底调查、碳储量基线构建及动态监测,为下一步碳资产 开发提供了科学依据,并有效摸清区域碳汇家底、探索生态产品价值实现路径。公司未 来将重点聚焦造林碳汇、煤矿低浓度瓦斯回收利用、供暖通风空调系统能效提升等领域, 持续拓展自愿减排项目开发。 拓新水务治污 东湖高新集团深耕水环境治理领域,拥有环保工程专业承包贰级、环境工程（水污染防 治工程）设计专项乙级等多项专业资质。截至报告期内,集团已建设运营数十个污水处 理及自来水生产供应项目,分布在湖北、广东、浙江、河北、山东、新疆等地区,日水 供应/水处理规模近40万吨。 废水污染物减排绩效2 林业碳汇评估现场照片 指标",
NEG0118,deepseek_priority_review_top500,R103,,,E_Q_016,主要污染物排放量,1,吨,19;32,text_rule,reject,1.0,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,证据中‘年供电量约1亿千瓦时’等为案例项目数据，且未明确对应‘1吨’的污染物排放量数值，无法支持公司总量的候选值。,"的,设置合理的防护距离并安装净化装置,对废气处理设施进行日常点检,并委托有资质的第三方机构定 报告期内,联美生物能源全年消耗农林废弃物约30万吨,年供电量约1 期对废气排放口进行环境监测。 案 亿千瓦时,年对外供蒸汽量约50万吨,为泰州经济开发区、医药产业园 例 区提供集中供热专业化服务替代标煤10万吨,减少排放二氧化碳27万吨, 公司不断进行技术改造升级,采用低氮燃烧技术、SNCR、SCR烟气脱硝系统控制氮氧化物,同时采取电袋除尘器、 为泰州市农林废弃物综合利用做出巨大的贡献,对泰州经济发展和环境 布袋除尘器控制颗粒物,采取炉内喷钙、石灰－石膏湿法、氧化镁湿法、消石灰－碳酸钠双碱法、循环流化床法烟 保护起到良好的促进及示范作用。 气脱硫系统控制二氧化硫排放。 31 32",
NEG0119,deepseek_priority_review_top500,R120,,,E_Q_016,主要污染物排放量,2000,吨,13,text_rule,reject,1.0,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,"证据中‘减排二氧化碳2,000吨’是温室气体减排量，并非‘主要污染物排放量’（SO2、NOx、颗粒物、COD等），指标口径不符。","2.1、严控污染排放,筑牢环保底线 秉持“绿水青山就是金山银山”的发展理念,通过技术革新与设备升级,全面推进酿造环节的绿色化转型。 近年来,公司遵循“环保优先、生态立企”发展理念,对生产厂进行环保技改,生产环节已由传统手工操作全面升级为机械化作 业,彻底告别以往烟雾、粉尘弥漫的作业环境,有效改善劳动条件,保障作业安全与职工健康,生产更加绿色环保,能耗与污染物排 放大幅降低,生产效率显著提升,实现了安全卫生、绿色环保与高效生产的协同发展。 报告期内,公司处理污水342,961.49m³、淤泥处理量420吨、COD排放量17.60吨、总氮排放量4.83吨、较上年度减排二氧化碳 2,000吨；投资22万元加装动态管控系统,污染物设施正常运行,情况良好；投资5万元,安装有组织臭气排放检测平台,污染物设施 正常运行,情况良好；8月组织专家进行外部评审,经过修改完善并上报四师生态环境局备案,预案YLTSY-HJYJ-2025-06预案自2025年 9月7日起执行,公司各部门及全体员工务必严格贯彻执行。 报告期内,公司完善能源管理体系,加强能源管理,提高设备利用率,减少跑、冒、滴、漏等现象；耗热设备及管道做好保温工 作,减少能源",
NEG0120,deepseek_priority_review_top500,R123,,,E_Q_016,主要污染物排放量,45,吨,21,text_rule,reject,0.0,component_not_total,只披露分项、明细、局部口径时，不能自动当作总量或综合指标写回。,block_auto_sum_and_route_to_deepseek,证据文本未明确提供主要污染物排放总量的明确数值，45仅零散出现在无清晰指标对应的数字中，无法支持候选值。,"求处置达标后进行排放。我们对排污达标排放情况进行梳理和排查, 主动协助各排污单位对在排查过程中发现的问题制定整改计划和措施,并督促落实, 进一步减少自身生产所带来的负面影响,致力于打造生态环境友好型企业。 平均污染物排放量和能源消耗量指标均较往年向好 各子公司定期对废水、废气（烟气、有组织、无组织废气）、恶臭气体、噪声等污染物按照排污许可执行报告要求开 展自主检测。医疗废物、危险废物严格按照法律法规及环境影响评价要求进行收集、贮存、转运处置。公司及各子公司污 染物排放执行标准： 0.081 299 氮氧化物： 吨 颗粒物： 无 危废： 吨 0.004 323,184 45 大大气气 《锅炉大气污染物排放标准》（GB13271-2014） 二氧化硫： 吨 废水： 吨 固废： 吨 《工业炉窑大气污染物排放标准》(GB9078-1996) 表4 《工业炉窑大气污染物排放标准》(GB9078-1996)表2 公司积极推动生态环境综合防治,统筹废水、大气、固体废物妥善处理,持续监督和检查各子公司环保设施运行情况, 《大气污染物综合排放标准》(GB16297-1996) 确保“三废”均达标排放,鼓励各子公司积极推广清洁生产,控制和减少危",
NEG0121,deepseek_priority_review_top500,R126,,,E_Q_018,减排量,9250.47,万元,32;63,text_rule,reject,0.0,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,候选值为9250.47万元，但证据中该数值对应的是研发投入，而非温室气体减排量，指标口径不匹配。,"目按创新程度分档,奖金按研发阶段分比 年度考核,研发完成、中 激励 人员 例兑现,考核结果与薪资挂钩薪 试、上市分阶段兑现 指标与目标 许昌安彩坚持专精特新发展路线,围绕高效能源产品、智能制造、新材料与工艺创新、 环保低碳、国际化布局及开放创新六大方向制定中长期创新目标。许昌安彩将加大高效 岗位创新 覆盖销售、生产、成本、管理、效益等全场景创 年度集中评选,项目可随 全体员工 光伏产品研发投入,推进生产数字化与智能制造升级,持续优化新材料与生产工艺,并 激励 新改进,从六大维度开展无记名评分 时申报 强化资源节约、碳减排与循环经济实践。同时,向上游延伸布局硅基材料、焦锑酸钠项目, 稳定原料供应、完善产业链生态,联动下游龙头企业与区域光伏产业协同发展,巩固行 全员表彰 优秀个人/ 评选先进生产者、先进班组、先进单位,遵循公 年度评选,先进单位/班 业领先地位,实现高质量可持续增长。 激励 班组/单位 开公平公正原则,严格设定参评比例与评选条件 组/个人按限定比例评定 指标 单位 2025年 研发投入 万元 9,250.47 产学研合作 公司坚持开放协同、互惠共赢的产学研合作理念,积极联动政府、行业协会、科研机构 研发投入占营业",
NEG0122,deepseek_priority_review_top500,R142,,,S_Q_007,员工流失率,13,%,56;112,text_rule,reject,0.0,unit_or_value_type_mismatch,数值类型或单位与指标定义不匹配时，禁止写回，需修正或复核。,require_unit_value_type_check,证据中13、2.56、7.69%分别对应董事人数、平均任期和离职率，但13未标注单位，且上下文指董事会成员情况，不是员工流失率，口径不符。,"务审计、法律等多个领域,充 分发挥成员之间不同专业合力,显著增强决策科学性和创造性。结合独立董事专业特长,董事会推选各独立董事担任 专门委员会成员,并从中选举3人分别担任审计与风险管理委员会、提名委员会和薪酬与考核委员会主任委员,增强 专门委员会的专业性和独立性。公司独立董事每年对独立性情况进行自查,并将自查报告提交董事会。董事会每年对 在任独立董事全年工作情况进行审核评价,并与年度报告同时披露履职情况。报告期内,董事会专门委员会实现对重 大经营决策议案的100%把关研究。 董事人数 董事会成员平均任期 董事会成员离职率 13 2.56 7.69% 董事会构成 人 年 公司以《公司章程》为基础,建立《“三重一大”决策制度及事项清单》《董事会议事规则》《总经理工作规则》《董 事会授权管理办法》等规章制度,将完备的制度体系切实转化为治理效能,持续提升公司决策效率和治理规范化 外部董事占比 独立董事占比 董事会成员出席率 水平。公司董事会下设战略委员会、审计与风险管理委员会、提名委员会、薪酬与考核委员会四个专门委员会, 并为各专门委员会配备了完整的支撑服务部门,更好地保障各专门委员会有效行使职能。 76.92% 38.46% 10",
NEG0123,deepseek_priority_review_top500,R144,,,E_Q_007,外购电力消耗量,1100,万千瓦时,9,text_rule,reject,0.0,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,证据中1100万千瓦时是项目年均发电量，并非公司整体外购电力消耗量，指标口径不符。,"社会会和和公公司司治治理理报报告告 董事专长题致聚辞焦 1155 陕建“光伏 +” 专题 聚焦 以绿色发展之路推动产业升级 “光伏+水务”：构建城市水环境治理绿色样板 2025年,西安市第五再生水厂光伏项目实现全容量并 网发电。该项目作为陕西省首个规模化“光伏+水务” 试点项目,成功实现了“治污+发电”双重效益,探索 出环保设施与绿色能源融合发展的全新模式。项目年均 陕建股份深入贯彻国家“双碳”战略部署,积极践行“运营引领、投资带动、建造支撑”的产业发展理念,将光伏产业 发电量超1,100万千瓦时,约占污水处理厂总用电量的 作为推动绿色发展、产业升级、企业转型的重要抓手,因地制宜地创新“光伏+”模式,全力构建以光伏发电为核心, 20%,节约标准煤约0.35万吨。 深度融合乡村振兴、生态修复、荒沙治理、光伏入户等多维度场景体系,提供兼具经济效益与社会价值的创新方案,有 效助力“双碳”目标的实现和光伏产业的高质量发展,以绿色低碳发展之路推动企业的转型升级。 “光伏+仓储”：激活工业屋顶资源,释放绿色动能 “光伏+治沙”：打造荒漠地区能源与生态协同新典范 走进位于咸阳市的陕西西瑞粮油工业有限公司厂区,粮 盛夏时节,新疆喀什地区麦盖",
NEG0124,deepseek_priority_review_top500,R156,,,E_Q_018,减排量,1500,万元,29,text_rule,reject,0.0,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,证据中1500万元指女性主导供应商采购额，不是温室气体减排量，指标口径不匹配。,"80% 采购员接受可持续采购培训的比例 100% 能力建设 战略和关键供应商接受ESG评估与培训的比例 100% 认证获取 获得ISO 140001或SA8000认证的比例 ≥10% 公司持续优化供应商结构,支持中小企业与多元供应商参与合作。在满足质量、交付与 中小企业及 原材料追溯 实现可持续来源追溯的棕榈油产品比例 100% 合规要求前提下,公司对女性主导的医药供应商给予一定订单倾斜,促进供应链多元发 多元化供应 展与共同成长。2025年,公司向女性主导的供应商采购额达约1,500万元,同比增长 减碳行动 制定碳减排计划的关键供应商比例 ≥90% 商扶持 近40%。 同时,海正药业通过对内部采购队伍与外部供应链开展培训,将可持续理念融入采购全过程,推动供应链在质量、合规 外部供应商培训 等议题上协同提升。 报告期内,海正药业： 采购谈判能力提升培训 采购人员评审能力强化培训 为提升采购团队的谈判专业能力与价值创造水平, 海正药业于2025年9月组织原材料采购人员参 已签署供应商行为准则的主要供应商占比 已签署社会责任框架协议的主要供应商占比 海正药业于2025年3月联合人力资源部与供应 加《供应商评审程序》专题培训,内容",
NEG0125,deepseek_priority_review_top500,R156,,,S_Q_004,员工培训总时长,19,小时,30;57,text_rule,reject,0.95,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据中明确提及的培训总时长为 31.5 小时，而非候选值 19 小时（19 为培训覆盖人数）。,"有《海正药业对外信息发布制度与流程》《商 营销内容均须经过严格的内部审批与外部报备流程,确 业行为及道德规范》《合规基本制度》等制度的基础上, 保其真实性、准确性与合规性。各业务单位需定期对推 于报告期内新颁布《海正药业负责任营销政策》,对公 广行为进行自查与确认,公司亦通过分层监督机制,持 司及全资或控股子公司营销行为做出统一规范,明确营 报告期内 续保障负责任营销要求的全面执行。 销活动需遵循法律合规、准确披露、隐私与数据保护、 环境与社会责任、公平竞争等原则。同时,我们设立违 海正药业共计开展负责任营销培训 总时长 覆盖 19 31.5 207 次 小时 人 营销合规实践 报告期内,公司持续深化营销合规管理体系建设,不断 机制、升级事中动态监控等举措,助力营销活动合规开展。 完善覆盖“事前防控、事中监控、事后评估”的全流程管 报告期内,海正药业未发生涉及产品和服务信息与标识 理机制。通过持续优化全周期审核流程、健全前置自查 的违规事件,亦未发生市场营销的违规事件。 强化全周期审核机制 深化前置自查机制 引入第三方权威背书 公司严格执行宣传内容多级 市场部结合过往广审反馈案 公司主动引入客观公正的第 联审。以兽药业务为例",
