"sample_id","stock_code","short_name","field_id","metric_name_cn","dimension","metric_type","candidate_status","value_candidate","unit_raw_candidate","unit_standardized_candidate","evidence_type_candidate","source_page","confidence_rule","precision_gate_status","rule_id","negative_category","severity","suggested_action","reason","evidence_context"
"R052","600076","康欣新材","G_Q_002","独立董事人数","G","quantitative","candidate_found","46","","人","native_table","12;22","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","职务 | 性别 | 年龄 | 学历背景 | 行业经验 || 邵建东 | 董事长 | 男 | 57 | 本科 | 管理 || 汤晓超 | 非独立董事 | 男 | 46 | 硕士研究生 | 管理 || 黄亮 | 非独立董事 | 男 | 41 | 本科 | 财务 || table_2_row_3: 汤晓超 | 非独立董事 | 男"
"R052","600076","康欣新材","G_Q_002","独立董事人数","G","quantitative","candidate_found","46","","人","native_table","12;22","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 46 超过保守阈值 15，高概率为其他指标或 OCR 串列。","职务 | 性别 | 年龄 | 学历背景 | 行业经验 || 邵建东 | 董事长 | 男 | 57 | 本科 | 管理 || 汤晓超 | 非独立董事 | 男 | 46 | 硕士研究生 | 管理 || 黄亮 | 非独立董事 | 男 | 41 | 本科 | 财务 || table_2_row_3: 汤晓超 | 非独立董事 | 男"
"R052","600076","康欣新材","G_Q_002","独立董事人数","G","quantitative","candidate_found","41","","人","native_table","12;22","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","董事长 | 男 | 57 | 本科 | 管理 || 汤晓超 | 非独立董事 | 男 | 46 | 硕士研究生 | 管理 || 黄亮 | 非独立董事 | 男 | 41 | 本科 | 财务 || table_2_row_4: 黄亮 | 非独立董事 | 男 | 41 | 本科 | 财务"
"R052","600076","康欣新材","G_Q_002","独立董事人数","G","quantitative","candidate_found","41","","人","native_table","12;22","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 41 超过保守阈值 15，高概率为其他指标或 OCR 串列。","董事长 | 男 | 57 | 本科 | 管理 || 汤晓超 | 非独立董事 | 男 | 46 | 硕士研究生 | 管理 || 黄亮 | 非独立董事 | 男 | 41 | 本科 | 财务 || table_2_row_4: 黄亮 | 非独立董事 | 男 | 41 | 本科 | 财务"
"R052","600076","康欣新材","G_Q_002","独立董事人数","G","quantitative","candidate_found","2","名","人","native_text","12;22","1.0","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","重大经营决策、制订公司规章制度等职责,坚持保障董事会的多元性和独立性。 毛泽文 副总经理 男 39 本科 财务 公司科学合理选聘董事,确保董事的独立性和多样性。2025年12月25日,公司召开2025年第三次临时股东会,采用累 积投票制选举产生第十二届董事会。董事会设董事9名,包括3名独立董事,独立董事占比33.33%,"
"R052","600076","康欣新材","G_Q_004","女性董事人数","G","quantitative","candidate_found","2","名","人","native_text","12;22","1.0","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","重大经营决策、制订公司规章制度等职责,坚持保障董事会的多元性和独立性。 毛泽文 副总经理 男 39 本科 财务 公司科学合理选聘董事,确保董事的独立性和多样性。2025年12月25日,公司召开2025年第三次临时股东会,采用累 积投票制选举产生第十二届董事会。董事会设董事9名,包括3名独立董事,独立董事占比33.33%,"
"R053","600078","澄星股份","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","3597","次","次","native_table","46;88","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 3597 超过保守阈值 100，高概率为其他指标或 OCR 串列。","header: 反商业贿赂及反贪污培训参与人次 | 人次 | 3,597 || table_14_row_1: 反商业贿赂及反贪污培训参与人次 | 人次 | 3,597"
"R054","600079","ST人福","S_Q_012","研发人员数量","S","quantitative","candidate_found","162968","人","人","native_table","64;124","0.96","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","header: 指标 单位 2024 2025 || 职业病发病率 | % | / || 员工关爱与帮扶 || 员工帮扶投入 帮扶困难员工人数 | 万元 人 | 10.92 / || table_2_row_12: 研发投入金额 研发投入占营业收入比例 研发人员数量 研发人员占比 劳务派遣人数 控股或参控股公司中通过高"
"R054","600079","ST人福","S_Q_012","研发人员数量","S","quantitative","candidate_found","16","人","人","native_text","10;16","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","集、核算与分析的信息化、规 社会绩效 范化水平,切实保障披露数据的可靠性、准确性与横向可比性,全 面优化ESG信息披露质量。报告期内,公司已将环境、社会及治理 16.76 11.97 19.74 研发投入 研发人员 纳税总额 等重点领域纳入年度工作统筹部署,并就关键议题的核心指标及 亿元 占比 % 亿元 阶段性进展在本报告"
"R054","600079","ST人福","G_Q_002","独立董事人数","G","quantitative","candidate_found","5","人","人","native_table","66;128","0.96","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 指标 单位 2024 2025 || 按教育背景划分 博士 研究生 本科 独立董事占比 非独立董事人数 女性董事占比 高级管理层构成 高管人数 按性别结构划分 男性 女性 按年龄结构划分 3"
"R054","600079","ST人福","G_Q_002","独立董事人数","G","quantitative","candidate_found","16","人","人","native_text","10;16","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","集、核算与分析的信息化、规 社会绩效 范化水平,切实保障披露数据的可靠性、准确性与横向可比性,全 面优化ESG信息披露质量。报告期内,公司已将环境、社会及治理 16.76 11.97 19.74 研发投入 研发人员 纳税总额 等重点领域纳入年度工作统筹部署,并就关键议题的核心指标及 亿元 占比 % 亿元 阶段性进展在本报告"
"R054","600079","ST人福","G_Q_002","独立董事人数","G","quantitative","candidate_found","16","人","人","native_text","10;16","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 16 超过保守阈值 15，高概率为其他指标或 OCR 串列。","集、核算与分析的信息化、规 社会绩效 范化水平,切实保障披露数据的可靠性、准确性与横向可比性,全 面优化ESG信息披露质量。报告期内,公司已将环境、社会及治理 16.76 11.97 19.74 研发投入 研发人员 纳税总额 等重点领域纳入年度工作统筹部署,并就关键议题的核心指标及 亿元 占比 % 亿元 阶段性进展在本报告"
"R054","600079","ST人福","G_Q_002","独立董事人数","G","quantitative","candidate_found","6","人","人","native_text","66;128","0.875","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","究生 人 3 5 党建引领 本科 人 1 1 党委会会议次数 次 / 10 独立董事占比 % 33.3 33.3 党支部数量 个 / 81 非独立董事人数 人 6 6 党员数量 人 / 1,884 女性董事占比 % 11.1 22.2 党委会审定议题 项 / 20 高级管理层构成 高管人数 人 9 5 前置研究讨论重大经"
"R055","600081","东风科技","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","46;86","0.55","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","扶困难员工人数 人 238 213 技术人员 人 957 889 重大事故隐患 处 0 0 财务人员 人 135 99 公司安全生产费用合计 万元 6,909 6,605 行政人员 人 430 539 从业人员职业伤害保险投入 万元 253.24"
"R055","600081","东风科技","S_Q_009","因工死亡人数","S","quantitative","candidate_found","19","人","人","native_text","28;50","0.525","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","教育与责任追究。对事故单位取消评先资格,对党政主要负责人、分管领导予以罚款,并对相 公司常态化推进安全环保人才队伍建设,持续营造浓厚安全环保文化氛围。2025 19 3,904 关责任人开展内部考核。同时组织各单位举一反三开展问题自查,共发现问题108项,现已全部整改完成。 年,共组织及参与安全环保专项培训 期, 名主要负"
"R055","600081","东风科技","S_Q_012","研发人员数量","S","quantitative","candidate_found","607","人","人","native_text","47;88","0.875","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","排放的研发投入金额占主营 供应链风险事件数量 件 0 0 % 6.03 5.37 业务收入比例 对外捐赠投入 万元 50 60.66 研发人员数量 人 517 607 组织志愿活动 次 22 20 研发人员占比 % 12.77 14.11 帮扶点采购物资 万元 165.71 170.42 申请专利数量 件 186 184 发"
"R058","600089","特变电工","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_table","54;104","0.435","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","及兼职安全员。公司将安全责任层层落实至各职能部门、下属经营单位及基层班组,通过定点分管、隐患排查治理 机制,持续提升HSSE管理水平与绩效。公司落实《特变电工50%安全绩效考核制度》,从公司各部门、各经营单位管理 及员工每月绩效工资中提取50%,根据安全绩效考核得分所占比例兑现安全绩效工资,并将HSSE年度绩效与相关安全"
"R058","600089","特变电工","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","1021","次","次","native_text","65;126","0.6","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 1021 超过保守阈值 100，高概率为其他指标或 OCR 串列。","本向荣 安全为先 附录 治理绩效 指标 单位 2025年 2024年 2023年 产品责任 指标 单位 2025年 2024年 2023年 产品和服务相关的安全与质量重大责任事故 件 0 0 / 合规运营 创新与研发 员工合规培训开展次数 场 427 418 449 研发投入 万元 478,468.33 461,512"
"R011","600017","日照港","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","","人","ocr_text","53;101;102","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","|102 日照港股份有限公司2025年度可持续发展报告 附录一：ESG关键绩效 附录一：ESG关键绩效 指标名称 单位 2025年 员工培训投入 万元 618 员工培"
"R030","600038","中直股份","S_Q_012","研发人员数量","S","quantitative","candidate_found","30","人","人","ocr_text","10;18","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","5.38亿元 175.79亿元 归母净利润 每股收益 缴纳税费 员工情况 6.52亿元 0.7951元 20.23亿元 员工总人数 男性员工占比 女性员工占比 30岁（含）以下员工占比 科技创新投入 13,823人 74.53% 25.47% 23.10% 研发投入8.43亿元 研发人员占比25% 30-50岁（含）员工占"
"R030","600038","中直股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","63","人","人","ocr_text","10;18","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","总量 COD排放量 年度培训总时长 工伤死亡人数 供应商总数 873,465.25吨 23.79吨 513,547小时 0人 2,194个 固体废弃物 社区公益 一般固体废弃物排放总量危险废弃物排放总量 公益项目总投入 92.5245万元 乡村振兴总投入 231.79万元 4,757.15吨 1,121.14吨 4.治"
"R030","600038","中直股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","63","人","人","ocr_text","10;18","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 63 超过保守阈值 15，高概率为其他指标或 OCR 串列。","总量 COD排放量 年度培训总时长 工伤死亡人数 供应商总数 873,465.25吨 23.79吨 513,547小时 0人 2,194个 固体废弃物 社区公益 一般固体废弃物排放总量危险废弃物排放总量 公益项目总投入 92.5245万元 乡村振兴总投入 231.79万元 4,757.15吨 1,121.14吨 4.治"
"R061","600096","云天化","G_Q_002","独立董事人数","G","quantitative","candidate_found","6","人","人","native_text","53;102","0.95","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","缩减为9人。截至2025年底, 作切入点与发力点,推动各类监督有机贯通、同向发力,构建一体推进不敢腐、不能腐、不想腐的体制 董事会由9名董事组成,其中非独立董事6人,独立董事3人。控股股东提名董事3名,公司推荐董事 机制,持续巩固风清气正的干事创业氛围。 2名,职工董事1名,独立董事3名。女性董事1名,占比11%。董事平"
"R063","600098","广州发展","G_Q_002","独立董事人数","G","quantitative","candidate_found","7","名","人","native_text","35;34","0.95","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","董事会决议和战略部署,组织实施董事制定的基本管理制度。董事会每年对《可 持续发展报告》、《内部控制评价报告》、《利润分配方案》等进行专项审议。 公司董事会成员共7名,其中女性董事1名,占比14.3%；独立董事3名, 占全体董事43%；高级管理人员共6名,董事长未在公司担任高级管理人员。 董事、高级管理人员结构比例 年份 "
"R063","600098","广州发展","G_Q_004","女性董事人数","G","quantitative","candidate_found","1","名","人","native_text","35;34","1.0","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","署,组织实施董事制定的基本管理制度。董事会每年对《可 持续发展报告》、《内部控制评价报告》、《利润分配方案》等进行专项审议。 公司董事会成员共7名,其中女性董事1名,占比14.3%；独立董事3名, 占全体董事43%；高级管理人员共6名,董事长未在公司担任高级管理人员。 董事、高级管理人员结构比例 年份 董事 高级管理人员"
"R066","600101","明星电力","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_table","112;85","0.585","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","header: 因工亡故人数及比率 % 0 0 0 || 一般及以上事故 件 0 0 0 || 安全培训人数 人 2,429 2,156 2,672 || 安全、消防应急演练 次 45 40 29 ||"
"R066","600101","明星电力","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","112;85","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","维度 关键绩效 单位 2023 年 2024 年 2025年 安全生产 因工亡故人数及比率 % 0 0 0 安全管理 一般及以上事故 件 0 0 0 安全培训 安全培训人数 人 2,42"
"R066","600101","明星电力","S_Q_012","研发人员数量","S","quantitative","candidate_found","3.84","人","人","native_text","78","0.875","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","动数据驱动创新价值转化。 报告期内 研发投入 占主营业务收入 同比上升 3,174.87万元 1.05 % 13.21 % 研发人员数量 占员工总数 51 人 3.84 % 7722 明星电力"
"R066","600101","明星电力","G_Q_002","独立董事人数","G","quantitative","candidate_found","3","人","人","native_table","113;6","0.96","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 董事会建设 || 董事会成员人数 人 9 9 9 || 女性董事人数 人 3 3 3 || 女性董事占比 % 33.33 33.33 33.33 || table_3_row_5: 独立董事人数 人 3 3 3"
"R066","600101","明星电力","G_Q_004","女性董事人数","G","quantitative","candidate_found","3","人","人","native_table","113;6","0.96","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 董事会建设 || 董事会成员人数 人 9 9 9 || 女性董事人数 人 3 3 3 || 女性董事占比 % 33.33 33.33 33.33 || table_3_row_3: 女性董事人数 人 3 3 3"
"R066","600101","明星电力","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","465","次","次","native_table","114","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 465 超过保守阈值 100，高概率为其他指标或 OCR 串列。","header: 董事会平均出席率 % 100 100 100 || 规范管理 || 反商业贿赂和廉洁教 人次 465 815 1,402 || 育培训覆盖人次 商业道德争议事件 件 0 0 0 || table_1_row_3: 反商业贿赂和廉洁教 人次 465 815 1,"
"R066","600101","明星电力","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","1402","次","次","native_text","114","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 1402 超过保守阈值 100，高概率为其他指标或 OCR 串列。","维度 关键绩效 单位 2023 年 2024 年 2025年 董事会 董事会平均出席率 % 100 100 100 构成 规范管理 反商业贿赂和廉洁教 人次 465 815 1,402 育培训覆盖人次 廉洁建设 商业道德争议事件 件 0 0 0 完成经济责任审计 项 1 2 3 内控内审 完成工程项目审计 个 223 "
"R068","600104","上汽集团","S_Q_012","研发人员数量","S","quantitative","candidate_found","17.6","人","人","native_text","50;99","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","元 3.0 危险废弃物回收利用量 万吨 3.4% - 研发投入占主营业务收入比例（合并报表） 1.0 30,329 生活垃圾回收利用量 万吨 研发人员数量 人 17.6% - 固体废弃物处置量 研发人员占比 4.0 一般固体废弃物处置量 万吨 知识产权 4.1 2025 3,024 危险废弃物处置量 万吨 年申请专利数量 项 "
"R068","600104","上汽集团","S_Q_012","研发人员数量","S","quantitative","candidate_found","217.1","人","人","native_text","7;13","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","ESG亮点绩效 ESG 社会绩效 亮点绩效 研发创新 经济绩效 研发投入（合并报表） 研发投入占营业收入比例（合并报表） 研发人员数量 217.1 亿 3.4% 30,329 元 人 整车销量（批发） 其中：新能源汽车销量 其中：海外销量 资助校企合作项目资金 国家高新技术企业超过 有效专利累计 450."
"R069","600109","国金证券","S_Q_015","客户投诉数量","S","quantitative","candidate_found","256","件","件","native_text","62;120","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","键绩效表 指标名称 单位 2023年 2024年 2025年 1 经济绩效 客户咨询数量 万个 24.35 36.08 22 客户投诉数量 件 107 243 256 指标名称 单位 2023年 2024年 2025年 客户投诉解决率 % 100% 100% 100% 客户满意度 % 97.84% 95.76% 98.14%"
"R069","600109","国金证券","S_Q_015","客户投诉数量","S","quantitative","candidate_found","22","件","件","native_text","34;64","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","回购及增/减持、市值管理等维度,满足客户多样化需求。 投诉受理 调查评估 投诉处理 投诉反馈及回访 纠正与预防 年度客户咨询数量 客户投诉数量 客户投诉处理率 22 256 100 万个 件 % 63 64"
"R069","600109","国金证券","G_Q_004","女性董事人数","G","quantitative","candidate_found","2","名","人","native_text","13;22","0.95","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","能力。 事提名和选举严格按照法律法规和《国金证券股份有限公司章程》的有关规定,董事人选符合《证券基金经营机构董事、监事、 公司现有董事会成员11名,其中女性董事2名,占比18.2%；独立董事4名,占比36.4%。公司董事涵盖金融、法律、 高级管理人员及从业人员监督管理办法》的规定,不存在不得担任证券基金经营机构董事的情形"
"R070","600110","诺德股份","S_Q_012","研发人员数量","S","quantitative","candidate_found","312","人","人","native_text","47;90","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。"," 单位 2025年数据 研发投入金额 万元 33,812.39 经济类 研发投入占主营业务收入比例 % 4.61 指标 单位 2025年数据 研发人员数量 人 312 营业收入 万元 732,809.77 研发人员占员工总数比例 % 10.11 总资产 万元 1,939,928.88 研发创新 主导 / 参与制定标准总数 项"
"R070","600110","诺德股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","7","名","人","native_text","12;20","0.95","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","验、独立性等因素。截至报告期末,公司第十届 方可举行,决议须经全体董事过半数通过。独立董事对关联交易、董事任免等重大事项享有特别职权,且需经全体独立董 董事会由7名董事组成,其中独立董事3名,占比43%；女性董事1名,占比14%。3名独立董事分别为：蔡明星先生（中 事过半数同意后方可提交董事会审议。同时,公司独立董事可独"
"R070","600110","诺德股份","G_Q_004","女性董事人数","G","quantitative","candidate_found","1","名","人","native_text","12;20","0.95","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。",",决议须经全体董事过半数通过。独立董事对关联交易、董事任免等重大事项享有特别职权,且需经全体独立董 董事会由7名董事组成,其中独立董事3名,占比43%；女性董事1名,占比14%。3名独立董事分别为：蔡明星先生（中 事过半数同意后方可提交董事会审议。同时,公司独立董事可独立聘请中介机构、提议召开临时股东会等。董事会秘书及 "
"R071","600111","北方稀土","S_Q_012","研发人员数量","S","quantitative","candidate_found","1320","人","人","native_text","79;156","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","103 甘肃稀土氯碱工序回收酸 立方米 285 社会绩效 二氧化硫排放量 吨 312.18 研发投入 亿元 24.08 每亿营收二氧化硫排放量 吨 0.73 科研相关培训与交流活动次数 次 22 氮氧化物排放量 吨 280.49 科研相关培训与交流参与人次 人次 300 每亿营收氮氧化物排放量 吨 0.66 知识产权保"
"R071","600111","北方稀土","G_Q_002","独立董事人数","G","quantitative","candidate_found","481.28","名","人","native_text","77;152","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","告 附录一：ESG 数据表 指标名称 指标单位 2025年数值 指标名称 指标单位 2025年数值 经营绩效 董事会专门委员会会议次数 次 13 总资产 亿元 481.28 独立董事专门会议召开次数 次 2 归母净资产 亿元 246.61 反贪腐培训次数 次 48 营业收入 亿元 425.63 其中：管理层反贪腐培训次数 次 42"
"R071","600111","北方稀土","G_Q_002","独立董事人数","G","quantitative","candidate_found","481.28","名","人","native_text","77;152","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 481.28 超过保守阈值 15，高概率为其他指标或 OCR 串列。","告 附录一：ESG 数据表 指标名称 指标单位 2025年数值 指标名称 指标单位 2025年数值 经营绩效 董事会专门委员会会议次数 次 13 总资产 亿元 481.28 独立董事专门会议召开次数 次 2 归母净资产 亿元 246.61 反贪腐培训次数 次 48 营业收入 亿元 425.63 其中：管理层反贪腐培训次数 次 42"
"R071","600111","北方稀土","G_Q_002","独立董事人数","G","quantitative","candidate_found","14","名","人","native_text","20","0.95","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","营和管理公司的 公司管理机构图 法人财产。董事会下设战略与ESG委员会、提名委员会、审计委员会、薪酬与考核委员会,各委员会根据工作规则行使 职权。 公司董事会由14名董事构成,独立董事占比35.71%,女性董事占比21.43%；董事会成员涵盖稀土、财务、产业经济 等专业背景,确保了董事会结构的多元化和专业性,为公司科学决策"
"R074","600116","三峡水利","G_Q_002","独立董事人数","G","quantitative","candidate_found","20.67","人","人","native_text","58;100","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","：女员工 % 26.76 26.53 董事人数 人 13 14 男员工 % 73.24 73.47 独立董事占比 % 38.46 35.70 少数民族员工 % 20.67 20.86 女性董事人数 人 2 2 员工流失率（主动） % 4.4 1.38 女性董事占比 % 15.38 14.29 职工提案办结率 % 100 100 "
"R074","600116","三峡水利","G_Q_002","独立董事人数","G","quantitative","candidate_found","20.67","人","人","native_text","58;100","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 20.67 超过保守阈值 15，高概率为其他指标或 OCR 串列。","：女员工 % 26.76 26.53 董事人数 人 13 14 男员工 % 73.24 73.47 独立董事占比 % 38.46 35.70 少数民族员工 % 20.67 20.86 女性董事人数 人 2 2 员工流失率（主动） % 4.4 1.38 女性董事占比 % 15.38 14.29 职工提案办结率 % 100 100 "
"R075","600117","西宁特钢","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","30;56","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","生产应急演练次数 安全生产应急演练参与人次 安全事故发生数 90 1,100 9 2025年6月,高考期间,西宁特钢延续年度公益重点,为毗邻的二十一中考点学子保驾护航。公司 场 人次 次 封闭紧邻考点的东大门杜绝通行噪音,在"
