field_id,dimension,subtopic_cn,metric_name_cn,metric_name_en,metric_type,value_type,definition,unit_normalized,units_accepted_raw,valid_range,aliases_cn,aliases_en,expected_evidence_type,materiality_default,standard_anchor,rating_logic_reference,extraction_priority,status_values,annotation_note,extractor_version,schema_version,rating_polarity,scoring_role,materiality_weight_default,applicability_rule,disclosure_gap_policy,scope_priority,evidence_priority,review_risk_level,normalization_hint,indicator_layer,primary_indicator_id,rating_role,applicable_industries,materiality_model,alternative_status_policy,scoring_denominator_policy,extraction_group,financial_rating_reference,v03_change_note
E_T_002,E,气候治理,碳中和或减排目标,Carbon neutrality/emission reduction target,qualitative,text_span,企业披露的碳达峰、碳中和、减排或能耗目标。,,,,碳中和目标;碳达峰目标;减排目标;双碳目标,carbon neutrality target;emission reduction target,native_text;mixed,高,IFRS S2;GRI 305,目标披露可用于评估转型管理质量。,P0,disclosed;not_disclosed;not_found;not_applicable,优先保留目标年份、基准年和量化目标。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,climate_emissions,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_003,E,气候治理,气候风险管理,Climate risk management,qualitative,text_span,识别、评估、管理气候相关物理风险和转型风险的机制。,,,,气候风险;物理风险;转型风险;气候相关风险,climate risk;physical risk;transition risk,native_text,高,IFRS S2;TCFD,反映气候治理和风险管理成熟度。,P0,disclosed;not_disclosed;not_found;not_applicable,应包含风险识别、评估或应对措施之一。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,climate_emissions,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_004,E,气候治理,情景分析披露,Climate scenario analysis,qualitative,text_span,企业是否使用情景分析评估气候影响。,,,,情景分析;气候情景;压力测试,scenario analysis;climate scenario,native_text,中,IFRS S2;TCFD,成熟气候披露的增强项。,P2,disclosed;not_disclosed;not_found;not_applicable,若只提及未来计划，应标记为计划性披露。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,industry_specific,,management,全行业；按行业实质性调整权重,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,climate_emissions,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_005,E,环境管理,环境管理体系,Environmental management system,qualitative,text_span,环境管理制度、ISO 14001认证、环保责任体系等。,,,,环境管理体系;ISO14001;环保管理制度;环境合规,environmental management system;ISO 14001,native_text,高,GRI;上交所/深交所可持续发展报告指引,反映管理能力。,P0,disclosed;not_disclosed;not_found;not_applicable,优先截取制度、认证或组织职责。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,environment_operations,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_006,E,生态保护,生物多样性保护,Biodiversity protection,qualitative,text_span,生物多样性、生态修复、自然保护相关措施。,,,,生物多样性;生态保护;生态修复;自然保护,biodiversity;ecological restoration,native_text,行业相关,GRI;上交所/深交所可持续发展报告指引,资源、能源、基建行业更重要。,P1,disclosed;not_disclosed;not_found;not_applicable,区分公益植树和业务相关生态影响管理。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,industry_specific,,management,全行业；按行业实质性调整权重,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,other,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_007,E,资源循环,循环经济措施,Circular economy practices,qualitative,text_span,资源循环利用、回收再利用、绿色包装、废弃物资源化等措施。,,,,循环经济;资源循环;回收利用;绿色包装,circular economy;recycling;reuse,native_text,中,GRI 306;上交所/深交所可持续发展报告指引,体现资源效率和产品责任。,P1,disclosed;not_disclosed;not_found;not_applicable,尽量保留具体措施而非泛泛承诺。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,environment_operations,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_008,E,供应链环境,绿色供应链管理,Green supply chain management,qualitative,text_span,将环境要求纳入采购、供应商评价或供应链管理。,,,,绿色供应链;绿色采购;供应商环保;供应链环境管理,green supply chain;green procurement,native_text,中,上交所/深交所可持续发展报告指引;GRI 308,与供应链管理和间接环境影响相关。,P1,disclosed;not_disclosed;not_found;not_applicable,若只披露供应商管理但无环境要求，应转到社会供应链指标。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,industry_specific,,management,全行业；按行业实质性调整权重,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,other,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_009,E,污染防治,污染防治措施,Pollution prevention measures,qualitative,text_span,废气、废水、固废、噪声等污染防治制度和行动。,,,,污染防治;废气治理;废水治理;固废治理;排放达标,pollution prevention;emissions control,native_text,高,上交所/深交所可持续发展报告指引;HKEX ESG Guide A1,重污染行业关键管理项。,P0,disclosed;not_disclosed;not_found;not_applicable,优先保留具体治理设施、达标情况或整改措施。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,适用于存在危险废物、污染物排放或生产运营环境影响的企业；金融/轻资产企业可标记不适用或仅定性披露。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,environment_operations,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
E_T_010,E,水资源,水资源风险管理,Water risk management,qualitative,text_span,水资源节约、用水效率、缺水地区风险、污水处理等管理措施。,,,,水资源管理;节水;水风险;污水处理,water management;water risk,native_text,中,GRI 303,水压力行业和地区重要。,P1,disclosed;not_disclosed;not_found;not_applicable,区分节水行动和废水治理。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,industry_specific,,management,全行业；按行业实质性调整权重,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,environment_operations,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_001,S,员工,员工总数,Total employees,quantitative,integer,报告期末或报告期内企业员工总人数。,person,人;名;员工数,>=0,员工总数;雇员总数;员工人数;在职员工,total employees;number of employees,native_table;mixed,高,GRI 2;GRI 401;HKEX ESG Guide B1,人力资本基础规模指标。,P0,disclosed;not_disclosed;not_found;not_applicable,优先报告期末人数，注明是否含劳务派遣。,indicator_schema_v0.1,v0.3,contextual_disclosure,absolute_performance,3,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,medium,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_002,S,员工,女性员工比例,Female employee ratio,quantitative,percentage,女性员工占员工总数比例。,%,%;百分比;比例,0-100,女性员工占比;女员工比例;女性雇员比例,female employee ratio;women employees,native_table;mixed,中,GRI 405;HKEX ESG Guide B1,多元化基础指标。,P0,disclosed;not_disclosed;not_found;not_applicable,如果只披露男女员工人数，可由后处理计算，但保留原始证据。,indicator_schema_v0.1,v0.3,higher_is_better,ratio_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_003,S,员工,女性管理层比例,Female management ratio,quantitative,percentage,女性管理层或女性干部占管理层比例。,%,%;百分比;比例,0-100,女性管理层;女性干部;女性高管比例,female management ratio;women in management,native_table;text,中,GRI 405,衡量多元化在管理层的体现。,P1,disclosed;not_disclosed;not_found;not_applicable,管理层口径需记录原文。,indicator_schema_v0.1,v0.3,contextual_disclosure,ratio_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,S_Q_002,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:S_Q_002; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_004,S,培训,员工培训总时长,Total employee training hours,quantitative,number,报告期内员工培训总小时数。,hour,小时;学时;人时;小时数,>=0,培训总时长;培训小时;员工培训学时;培训人时,training hours;total training hours,native_table;mixed,中,GRI 404;HKEX ESG Guide B3,反映人力资本发展投入。,P0,disclosed;not_disclosed;not_found;not_applicable,区分总时长、人均时长和培训人次。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,high,优先保留小时/人时；可换算人均培训强度。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_005,S,培训,人均培训时长,Average training hours per employee,quantitative,number,员工平均接受培训小时数。,hour/person,小时/人;学时/人;小时,>=0,人均培训时长;平均培训小时;员工平均培训,average training hours,native_table;mixed,中,GRI 404;HKEX ESG Guide B3,用于比较培训覆盖深度。,P0,disclosed;not_disclosed;not_found;not_applicable,若由总时长和员工数计算，应标注为derived。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,优先保留小时/人时；可换算人均培训强度。,alternative,S_Q_004,performance,全行业；按行业实质性调整权重,cross_industry_core,"alternative_to:S_Q_004; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_006,S,培训,员工培训覆盖率,Training coverage rate,quantitative,percentage,报告期内接受培训员工占比。,%,%;百分比;比例,0-100,培训覆盖率;受训员工比例;培训参与率,training coverage;employees trained,native_table;text,中,GRI 404;HKEX ESG Guide B3,反映培训普及程度。,P1,disclosed;not_disclosed;not_found;not_applicable,注意按员工类别披露时需明确分母。,indicator_schema_v0.1,v0.3,higher_is_better,ratio_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,S_Q_004,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:S_Q_004; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_007,S,员工流动,员工流失率,Employee turnover rate,quantitative,percentage,报告期内员工离职或流失比例。,%,%;百分比;比例,0-100,员工流失率;离职率;员工流动率,employee turnover rate;staff turnover,native_table;text,中,GRI 401;HKEX ESG Guide B1,衡量员工稳定性。,P1,disclosed;not_disclosed;not_found;not_applicable,按年龄/性别/地区分拆时优先整体值。,indicator_schema_v0.1,v0.3,higher_is_better,ratio_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,common_optional,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_008,S,健康安全,工伤率,Work injury rate,quantitative,number,工伤、损失工时伤害或可记录事故发生率。,rate,%;‰;每百万工时;起/百万人时,>=0,工伤率;工伤事故率;损失工时伤害率;LTIFR,injury rate;lost time injury frequency rate;LTIFR,native_table;mixed,高,GRI 403;HKEX ESG Guide B2,安全风险行业关键指标。,P0,disclosed;not_disclosed;not_found;not_applicable,不同事故率口径不能直接混用，保留原单位。,indicator_schema_v0.1,v0.3,lower_is_better,absolute_performance,3,适用于有员工或承包商安全管理边界的企业；无生产作业仍应核查是否披露员工安全事件。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,medium,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_009,S,健康安全,因工死亡人数,Work-related fatalities,quantitative,integer,报告期内因工死亡人数。,person,人;名,>=0,因工死亡;工亡人数;死亡事故,work-related fatalities;fatalities,native_table;text,高,GRI 403;HKEX ESG Guide B2,重大安全负面事件。,P0,disclosed;not_disclosed;not_found;not_applicable,若报告披露为0也应记录为disclosed。,indicator_schema_v0.1,v0.3,lower_is_better,risk_event,3,适用于有员工或承包商安全管理边界的企业；无生产作业仍应核查是否披露员工安全事件。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,medium,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_010,S,健康安全,安全培训人次,Safety training participants,quantitative,integer,参加安全生产或职业健康安全培训的人次。,person-time,人次;人;次,>=0,安全培训人次;职业健康培训;安全教育培训,safety training participants;OHS training,native_table;text,中,GRI 403,安全管理投入指标。,P1,disclosed;not_disclosed;not_found;not_applicable,人次和人数需区分。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,S_Q_008,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:S_Q_008; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_011,S,研发创新,研发投入金额,R&D expenditure,quantitative,currency,报告期内研发投入金额。,CNY,元;万元;亿元;人民币,>=0,研发投入;研发费用;研发支出,R&D expenditure;research and development expenses,native_table;text,行业相关,上交所/深交所可持续发展报告指引,创新能力对科技、制造、医药行业重要。,P1,disclosed;not_disclosed;not_found;not_applicable,可与年报财务口径交叉验证。,indicator_schema_v0.1,v0.3,higher_is_better,investment_or_contribution,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,common_optional,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,other,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_012,S,研发创新,研发人员数量,R&D employees,quantitative,integer,报告期末研发人员数量。,person,人;名,>=0,研发人员;研发员工;技术人员,R&D employees;research staff,native_table;text,行业相关,上交所/深交所可持续发展报告指引,创新投入的人力口径。,P1,disclosed;not_disclosed;not_found;not_applicable,注意技术人员不一定等同研发人员。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,S_Q_011,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:S_Q_011; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,other,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_013,S,供应链,供应商总数,Total suppliers,quantitative,integer,报告期内合作或在库供应商数量。,supplier,家;个;名,>=0,供应商总数;供应商数量;合作供应商,total suppliers;number of suppliers,native_table;text,中,GRI 2;HKEX ESG Guide B5,供应链管理基础规模指标。,P1,disclosed;not_disclosed;not_found;not_applicable,区分境内/境外或分级供应商时保留整体值。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,common_optional,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_014,S,供应链,供应商ESG审核数量,Supplier ESG audits,quantitative,integer,报告期内开展 ESG、环境、社会、质量或合规审核的供应商数量。,supplier,家;次;个,>=0,供应商审核;供应商ESG评估;供应商审查,supplier ESG audits;supplier assessments,native_table;text,中,GRI 308;GRI 414;HKEX ESG Guide B5,反映供应链管理执行情况。,P1,disclosed;not_disclosed;not_found;not_applicable,数量可能按家或次披露，需记录原单位。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,S_Q_013,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:S_Q_013; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
